"family","семья","familio"
"twentieth","двадцатый","dudeka"
"thirtieth","тридцатый","trideka"
"fortieth","сороковой","kvardeka"
"fiftieth","пятидесятый","kvindeka"
"sixtieth","шестидесятый","sesdeka"
"seventieth","семидесятый","sepdeka"
"eightieth","восьмидесятый","okdeka"
"ninetieth","девяностый","naŭdeka"
"hundredth","сотый","Centa"
"grape","виноградный","Vinbera"
"olive","оливковый","oliva"
"apricot","абрикосовый","abrikota"
"cherry","вишнёвый","Ĉeriza"
"lemon","лимонный","citrona"
"mustard","горчичный","sinapa"
"multicoloured","разноцветный","multkolora"
"coloured","раскрашенный","kolorita"
"century","столетие","jarcento"
"decade","десятилетие","jardeko"
"millennium","тысячелетие","jarmilo"
"era","эра","Erao"
"annual","ежегодный","Ĉiujara"
"frequent","частый","ofta"
"frequency","частота","frekvenco"
"regular","регулярный","regula"
"occasional","редкий","malofta"
"periodic","периодический","perioda"
"systematic","систематический","sistema"
"line","линия","linio"
"shape","геометрическая фигура","figuro"
"oval","овал","Ovalo"
"horizontal","горизонтальный","horizontala"
"vertical","вертикальный","vertikala"
"curve","кривая","kurbo"
"semicircle","полукруг","Duoncirklo"
"disc","диск","disko"
"orphan","сирота","orfo"
"knight","рыцарь","Kavaliro"
"vegetarian","вегетарианка","Vegetaranino"
"idol","идол","idolo"
"billionaire","миллиардер","Miliardulo"
"pedant","педант","Pedanto"
"superstar","суперзвезда","superstelo"
"favourite","любимчик","Favorato"
"opponent","противник","kontraŭulo"
"light","свет","Lumo"
"shadow","тень","ombro"
"darkness","темнота","Mallumo"
"echo","эхо","Eĥo"
"silence","тишина","silento"
"noise","шум","Bruo"
"sunlight","свет солнца","Sunlumo"
"warmth","тепло","Varmo"
"sleep","сон","dormo"
"dream","сновидение","Sonĝo"
"process","процесс","Procezo"
"result","результат","rezulto"
"skill","навык","lerteco"
"aim","цель","celo"
"pause","пауза","paŭzo"
"depression","депрессия","depresio"
"attitude","отношение","sinteno"
"fantasy","фантазия","Fantazio"
"attention","внимание","atento"
"shock","шок","ŝoko"
"whisper","шёпот","Flustro"
"promise","обещание","promeso"
"greeting","приветствие","saluto"
"gossip","сплетня","klaĉo"
"suggestion","предложение","sugesto"
"scandal","скандал","Skandalo"
"lose","терять","perdi"
"lift","поднимать","levi"
"hide","прятать","kaŝi"
"carry","нести","porti"
"leave","оставлять","lasi"
"knock","стучать","frapi"
"lean","облокачиваться","sin apogi"
"lie down","ложиться","Kuŝiĝi"
"lock","запирать","ŝlosi"
"empty","опустошать","malplenigi"
"bury","зарывать","enfosi"
"spin","крутить","turni"
"stack","складывать","staki"
"unlock","отпирать","malŝlosi"
"crash","сломать","rompi"
"grasp","хватать","kapti"
"glue","клеить","glui"
"wrap","заворачивать","envolvi"
"head","возглавлять","estri"
"monitor","проследить","kontroli"
"increase","увеличить","pliigi"
"reduce","уменьшать","malpliigi"
"require","требовать","postuli"
"command","командовать","komandi"
"call","звать","voki"
"present","представлять","prezenti"
"scream","вопить","Krii"
"recommend","рекомендовать","rekomendi"
"mumble","бормотать","murmuri"
"confirm","подтверждать","Konfirmi"
"declare","заявлять","deklari"
"experiment","экспериментировать","Eksperimenti"
"demonstrate","доказывать","pruvi"
"examine","рассматривать","ekzameni"
"determine","определять","determini"
"correct","исправлять","korekti"
"advise","советовать","konsili"
"test","тестировать","Testi"
"motivate","мотивировать","motivi"
"evaluate","оценивать","taksi"
"mark","ставить оценки","taksi"
"beg","умолять","petegi"
"welcome","приветствовать","bonvenigi"
"influence","влиять","influi"
"rely on","полагаться на","fidi je"
"represent","представлять","reprezenti"
"assure","уверять","certigi"
"inspire","вдохновлять","inspiri"
"visit","навестить","viziti"
"warn","предупреждать","averti"
"blame","обвинять","kulpigi"
"change","заменять","anstataŭigi"
"dare","сметь","kuraĝi"
"tend","склоняться","inklini"
"avoid","избегать","eviti"
"confuse","перепутать","konfuzi"
"hurry","торопиться","rapidi"
"risk","рисковать","Riski"
"waste","тратить","Malŝpari"
"attach","прикреплять","alfiksi"
"sketch","делать наброски","Skizi"
"transform","превращать","transformi"
"compile","компилировать","kompili"
"display","демонстрировать","montri"
"be able","быть в состоянии","povi"
"coexist","сосуществовать","kunekzisti"
"exist","существовать","ekzisti"
"imagine","воображать","imagi"
"respect","уважать","Respekti"
"regret","сожалеть","Bedaŭri"
"take care","ухаживать","flegi"
"believe","верить","kredi"
"transparent","прозрачный","travidebla"
"automatic","автоматический","aŭtomata"
"electronic","электронный","elektronika"
"electric","электрический","elektra"
"portable","портативный","Portebla"
"translucent","просвечивающий","traluma"
"sophisticated","усложнённый","komplika"
"recyclable","пригодный для переработки","Reciklebla"
"dead","мёртвый","morta"
"alive","живой","viva"
"able","умеющий","kapabla"
"objective","объективный","objektiva"
"subjective","субъективный","subjektiva"
"unable","не умеющий","nekapabla"
"recent","недавний","lastatempa"
"cultural","культурный","kultura"
"comic","комический","komika"
"tragic","трагический","tragika"
"logical","логичный","logika"
"classical","классический","klasika"
"promising","многообещающий","Promesplena"
"illogical","нелогичный","nelogika"
"progressive","прогрессивный","progresema"
"foreign","иностранный","fremda"
"traditional","традиционный","tradicia"
"local","местный","loka"
"ethnic","этнический","etna"
"regional","региональный","regiona"
"multicultural","мультикультурный","Multkultura"
"dynamic","динамичный","dinamika"
"static","статичный","statika"
"imaginary","воображаемый","imaga"
"crowded","переполненный","homplena"
"urgent","срочный","urĝa"
"final","заключительный","fina"
"numerous","многочисленный","Multnombra"
"partial","частичный","parta"
"efficient","действенный","efika"
"daily","ежедневно","Ĉiutage"
"weekly","еженедельно","Ĉiusemajne"
"monthly","ежемесячно","ĉiumonate"
"regularly","регулярно","Regule"
"annually","ежегодно","ĉiujare"
"suddenly","внезапно","Subite"
"unfortunately","к несчастью","bedaŭrinde"
"mainly","в основном","ĉefe"
"finally","наконец","finfine"
"necessarily","обязательно","nepre"
"seriously","серьёзно","serioze"
"fortunately","к счастью","Feliĉe"
"similarly","подобным образом","simile"
"differently","по-другому","alie"
"mentally","умственно","mense"
"impatiently","нетерпеливо","Malpacience"
"physically","физически","fizike"
"patiently","терпеливо","Pacience"
"kindly","добродушно","Bonkore"
"preferably","предпочтительно","prefere"
"sincerely","искренне","Sincere"
"cruelly","жестоко","kruele"
"exclusively","исключительно","ekskluzive"
"potentially","потенциально","Potenciale"
"typically","типично","tipe"
"pretty","вполне","Sufiĉe"
"relatively","относительно","Relative"
"slightly","слегка","iomete"
"quite","совершенно","tute"
"even","даже","eĉ"
"however","однако","tamen"
"nevertheless","тем не менее","tamen"
"besides","кроме того","krome"
"something","что-то","io"
"nothing","ничего","nenio"
"everything","всё","ĉio"
"everybody","все","Ĉiuj"
"somebody","кто-то","iu"
"nobody","никто","neniu"
"like","как","kiel"
"than","чем","ol"
"of","из","el"
"for","для","por"
"about","про","pri"
"part","часть","parto"
"piece","кусок","Peco"
"pair","пара","Paro"
"quarter","четверть","Kvarono"
"set","набор","Aro"
"dangerous","опасный","danĝera"
